16614.000,205.270
79829.000,246.258
141874.000,249.671
202958.000,229.524
256316.000,151.698
304161.000,130.280
356539.000,228.759
421894.000,301.391
479970.000,372.042
543564.000,442.216
633550.000,393.291
739288.000,573.912
856869.000,723.989
978670.000,756.627
1109659.000,777.334
1222506.000,701.318
1365280.000,762.770
1491521.000,1301.562
1626543.000,1627.416
1750211.000,1371.071
1896677.000,1336.308
2020572.000,1061.702
2145950.000,886.636
2270206.000,818.409
2388290.000,814.797
2504935.000,958.167
2624688.000,1104.785
2764993.000,1155.717
2902116.000,906.372
3032546.000,766.616
3150116.000,765.341
3244606.000,845.061
3345833.000,860.004
3467771.000,873.400
3581687.000,701.552
3699977.000,1058.192
3804144.000,1151.323
3928256.000,1113.615
4050890.000,880.479
4144582.000,1304.237
4238968.000,1144.983
4339609.000,764.694
4460875.000,540.227
4582103.000,515.372
4689562.000,645.593
4801486.000,908.690
4916111.000,1001.240
5039525.000,854.519
5149096.000,537.137
5266887.000,625.585
5370303.000,658.856
5498288.000,1115.898
5627952.000,1827.579
5731214.000,1602.017
5842076.000,620.872
5944138.000,907.560
