44000.000,309.018
88000.000,836.311
132000.000,1836.882
176000.000,3204.741
220000.000,4418.576
264000.000,5081.758
308000.000,5345.385
352000.000,5640.613
396000.000,6054.433
440000.000,6375.773
484000.000,6742.431
528000.000,7074.780
572000.000,7325.427
616000.000,7501.118
660000.000,7712.183
704000.000,8012.070
748000.000,8189.000
792000.000,8339.449
836000.000,8457.889
880000.000,8614.730
924000.000,8712.810
968000.000,8857.826
1012000.000,8989.799
1056000.000,9202.229
1100000.000,9425.250
1144000.000,9647.690
1188000.000,9753.956
1232000.000,9869.791
1276000.000,9996.186
1320000.000,10150.998
1364000.000,10195.462
1408000.000,10309.630
1452000.000,10370.299
1496000.000,10467.069
1540000.000,10538.329
1584000.000,10622.872
1628000.000,10722.427
1672000.000,10777.682
1716000.000,10799.977
1760000.000,10871.402
1804000.000,10972.972
1848000.000,11048.681
1892000.000,11129.399
1936000.000,11220.806
1980000.000,11263.975
2024000.000,11359.832
2068000.000,11428.197
2112000.000,11537.628
2156000.000,11605.012
2200000.000,11643.569
2244000.000,11433.251
2288000.000,11499.454
2332000.000,11515.134
2376000.000,11702.689
2420000.000,11814.599
2464000.000,11573.499
2508000.000,11553.035
2552000.000,11831.934
2596000.000,11848.320
2640000.000,11956.963
2684000.000,11973.557
2728000.000,12030.166
2772000.000,12066.090
2816000.000,12145.722
2860000.000,12062.040
2904000.000,12089.982
2948000.000,12071.793
2992000.000,12221.976
3036000.000,12284.779
3080000.000,12366.827
3124000.000,12367.178
3168000.000,12358.746
3212000.000,12452.031
3256000.000,12458.762
3300000.000,12499.216
3344000.000,12530.136
3388000.000,12547.874
3432000.000,12605.293
3476000.000,12545.495
3520000.000,12564.710
3564000.000,12514.208
3608000.000,12598.895
3652000.000,12653.255
3696000.000,12707.181
3740000.000,12794.824
3784000.000,12862.237
3828000.000,12876.674
3872000.000,12884.020
3916000.000,12866.756
3960000.000,12840.101
4004000.000,12895.336
4048000.000,12921.017
4092000.000,12938.376
4136000.000,12899.843
4180000.000,12912.431
4224000.000,12914.614
4268000.000,12853.903
4312000.000,12836.863
4356000.000,12933.080
4400000.000,12992.557
4444000.000,12981.993
4488000.000,12979.538
4532000.000,13008.204
4576000.000,12978.823
4620000.000,13054.178
4664000.000,13031.592
4708000.000,13047.904
4752000.000,13064.114
4796000.000,13087.702
4840000.000,13102.538
4884000.000,12808.889
4928000.000,12704.111
4972000.000,12674.994
5016000.000,12699.917
5060000.000,12869.015
5104000.000,13151.635
5148000.000,12933.105
5192000.000,12891.670
5236000.000,12982.387
5280000.000,13022.901
5324000.000,12965.025
5368000.000,12634.257
5412000.000,12459.972
5456000.000,12826.360
5500000.000,12761.117
5544000.000,12635.128
5588000.000,12468.036
5632000.000,12574.318
5676000.000,12821.997
5720000.000,12899.117
5764000.000,13249.432
5808000.000,13191.548
5852000.000,13227.308
5896000.000,13228.682
5940000.000,13285.508
5984000.000,13355.512
