44000.000,0.000
88000.000,0.000
132000.000,0.000
176000.000,0.000
220000.000,0.000
264000.000,0.000
308000.000,0.000
352000.000,0.000
396000.000,0.000
440000.000,0.000
484000.000,0.000
528000.000,0.000
572000.000,0.000
616000.000,0.000
660000.000,0.000
704000.000,0.000
748000.000,0.000
792000.000,0.000
836000.000,0.000
880000.000,0.000
924000.000,0.000
968000.000,0.000
1012000.000,0.000
1056000.000,0.000
1100000.000,0.000
1144000.000,0.000
1188000.000,0.000
1232000.000,0.000
1276000.000,0.000
1320000.000,0.000
1364000.000,0.000
1408000.000,0.000
1452000.000,0.000
1496000.000,0.000
1540000.000,0.000
1584000.000,0.000
1628000.000,0.000
1672000.000,0.000
1716000.000,0.000
1760000.000,0.000
1804000.000,0.000
1848000.000,0.000
1892000.000,0.000
1936000.000,0.000
1980000.000,0.000
2024000.000,0.000
2068000.000,0.000
2112000.000,0.000
2156000.000,0.000
2200000.000,0.000
2244000.000,0.000
2288000.000,0.000
2332000.000,0.000
2376000.000,0.000
2420000.000,0.000
2464000.000,0.000
2508000.000,0.000
2552000.000,0.000
2596000.000,0.000
2640000.000,0.000
2684000.000,0.000
2728000.000,0.000
2772000.000,0.000
2816000.000,0.000
2860000.000,0.000
2904000.000,0.000
2948000.000,0.000
2992000.000,0.000
3036000.000,0.000
3080000.000,0.000
3124000.000,0.000
3168000.000,0.000
3212000.000,0.000
3256000.000,0.000
3300000.000,0.000
3344000.000,0.000
3388000.000,0.000
3432000.000,0.000
3476000.000,0.000
3520000.000,0.000
3564000.000,0.000
3608000.000,0.000
3652000.000,0.000
3696000.000,0.000
3740000.000,0.000
3784000.000,0.000
3828000.000,0.000
3872000.000,0.000
3916000.000,0.000
3960000.000,0.000
4004000.000,0.000
4048000.000,0.000
4092000.000,0.000
4136000.000,0.000
4180000.000,0.000
4224000.000,0.000
4268000.000,0.000
4312000.000,0.005
4356000.000,0.015
4400000.000,0.026
4444000.000,0.025
4488000.000,0.025
4532000.000,0.025
4576000.000,0.025
4620000.000,0.024
4664000.000,0.024
4708000.000,0.024
4752000.000,0.024
4796000.000,0.023
4840000.000,0.023
4884000.000,0.023
4928000.000,0.023
4972000.000,0.023
5016000.000,0.022
5060000.000,0.022
5104000.000,0.022
5148000.000,0.022
5192000.000,0.022
5236000.000,0.021
5280000.000,0.021
5324000.000,0.021
5368000.000,0.021
5412000.000,0.021
5456000.000,0.021
5500000.000,0.020
5544000.000,0.020
5588000.000,0.020
5632000.000,0.024
5676000.000,0.032
5720000.000,0.039
5764000.000,0.039
5808000.000,0.039
5852000.000,0.042
5896000.000,0.049
5940000.000,0.057
5984000.000,0.056
