8435.000,62.987
21878.000,136.536
38697.000,167.382
67455.000,221.520
113449.000,259.251
177098.000,286.481
227880.000,388.523
264590.000,386.498
306896.000,380.733
345270.000,409.816
391603.000,490.305
461633.000,551.087
543449.000,531.782
606491.000,459.553
684309.000,570.684
755964.000,992.650
860707.000,938.662
962190.000,842.301
1071036.000,699.668
1170577.000,559.774
1267258.000,533.117
1356674.000,682.152
1430275.000,745.440
1486474.000,778.501
1556717.000,611.392
1638171.000,464.527
1717249.000,449.872
1810561.000,463.016
1898670.000,438.937
1978470.000,557.691
2058442.000,777.474
2138864.000,1147.441
2222899.000,1056.254
2309397.000,987.698
2382718.000,888.620
2447363.000,798.333
2526196.000,686.376
2602613.000,619.446
2676105.000,746.619
2761801.000,808.805
2847148.000,865.728
2936881.000,735.101
