8435.000,0.000
21878.000,0.159
38697.000,0.212
67455.000,0.221
113449.000,0.197
177098.000,0.202
227880.000,0.200
264590.000,0.223
306896.000,0.251
345270.000,0.256
391603.000,0.266
461633.000,0.288
543449.000,0.303
606491.000,0.301
684309.000,0.295
755964.000,0.291
860707.000,0.282
962190.000,0.271
1071036.000,0.256
1170577.000,0.242
1267258.000,0.230
1356674.000,0.218
1430275.000,0.208
1486474.000,0.203
1556717.000,0.201
1638171.000,0.199
1717249.000,0.195
1810561.000,0.188
1898670.000,0.181
1978470.000,0.175
2058442.000,0.169
2138864.000,0.164
2222899.000,0.165
2309397.000,0.166
2382718.000,0.165
2447363.000,0.165
2526196.000,0.168
2602613.000,0.169
2676105.000,0.166
2761801.000,0.162
2847148.000,0.158
2936881.000,0.154
