8435.000,0.750
21878.000,0.716
38697.000,0.788
67455.000,0.779
113449.000,0.803
177098.000,0.798
227880.000,0.800
264590.000,0.777
306896.000,0.749
345270.000,0.734
391603.000,0.713
461633.000,0.688
543449.000,0.675
606491.000,0.679
684309.000,0.686
755964.000,0.687
860707.000,0.691
962190.000,0.699
1071036.000,0.716
1170577.000,0.731
1267258.000,0.745
1356674.000,0.757
1430275.000,0.769
1486474.000,0.775
1556717.000,0.778
1638171.000,0.781
1717249.000,0.785
1810561.000,0.793
1898670.000,0.801
1978470.000,0.808
2058442.000,0.814
2138864.000,0.820
2222899.000,0.819
2309397.000,0.818
2382718.000,0.820
2447363.000,0.820
2526196.000,0.818
2602613.000,0.818
2676105.000,0.821
2761801.000,0.825
2847148.000,0.830
2936881.000,0.833
