8435.000,221.561
21878.000,258.831
38697.000,300.862
67455.000,432.558
113449.000,688.679
177098.000,910.168
227880.000,926.497
264590.000,907.455
306896.000,916.814
345270.000,909.264
391603.000,893.521
461633.000,941.591
543449.000,1025.248
606491.000,1026.909
684309.000,1026.701
755964.000,1507.193
860707.000,2228.318
962190.000,2818.310
1071036.000,2914.825
1170577.000,2986.634
1267258.000,3127.356
1356674.000,3190.054
1430275.000,3212.599
1486474.000,3227.048
1556717.000,3250.283
1638171.000,3261.646
1717249.000,3273.821
1810561.000,3273.168
1898670.000,3262.330
1978470.000,3274.105
2058442.000,3284.510
2138864.000,3314.896
2222899.000,3205.498
2309397.000,3205.840
2382718.000,3185.771
2447363.000,3216.776
2526196.000,3190.628
2602613.000,3246.551
2676105.000,3244.862
2761801.000,3256.492
2847148.000,3273.289
2936881.000,3283.466
