44000.000,0.000
88000.000,0.000
132000.000,0.200
176000.000,0.600
220000.000,1.000
264000.000,0.800
308000.000,0.600
352000.000,0.467
396000.000,0.400
440000.000,0.333
484000.000,0.400
528000.000,0.467
572000.000,0.520
616000.000,0.560
660000.000,0.600
704000.000,0.627
748000.000,0.653
792000.000,0.676
836000.000,0.695
880000.000,0.714
924000.000,0.729
968000.000,0.743
1012000.000,0.756
1056000.000,0.767
1100000.000,0.778
1144000.000,0.787
1188000.000,0.796
1232000.000,0.804
1276000.000,0.811
1320000.000,0.818
1364000.000,0.824
1408000.000,0.830
1452000.000,0.836
1496000.000,0.841
1540000.000,0.846
1584000.000,0.851
1628000.000,0.855
1672000.000,0.859
1716000.000,0.863
1760000.000,0.867
1804000.000,0.845
1848000.000,0.823
1892000.000,0.815
1936000.000,0.819
1980000.000,0.824
